Math,Physics,Chemistry,Biology,Total_Science,Average_Science,English,Computer_Science,Sports_Score,Attendance_Percentage,Random_Noise_Feature,Final_Score_Regression,Performance_Level_Classification
80.8188846443141,71.79670931312002,75.56363256188575,72.81012613776326,300.98935265708315,77.4910611738593,60.645212155533876,64.8481066703017,40.60316624392544,84.03329525160188,22.87709670023906,67.9153512268191,Medium
59.27005521710992,53.14555186566756,58.355833064598805,54.729440746404606,225.5008808937809,56.00186229881834,49.77032153513626,48.82408843491966,61.258087526414,89.48398666016618,21.687380467426763,62.97898976268901,Medium
70.1130261864003,77.36633101728611,66.38247120779562,68.8124971919796,282.6743256034616,72.12670869087013,82.28603527780004,80.36723303818235,43.79389006082248,87.11162398724937,-88.59483411232219,77.7476791978687,High
68.1281948630239,61.813526117282336,62.60197218369911,67.23668417144914,259.7803773354545,65.64742526911779,74.46471609230251,70.71228685918135,42.33875242126067,79.35682742810397,31.843507919770158,54.884738152518125,Low
65.70093092835411,59.94019755156413,61.78803651756189,65.99240974683424,253.4215747443144,64.03871414998385,61.35649282332166,72.93496728842632,53.644639246339864,84.64547318736315,-33.55074228312268,62.20060165613736,Medium
77.4201317175282,74.59813274452534,72.19799528278654,77.2858169300295,301.50207667486956,74.8328892125808,80.11695003085183,78.16601795924457,52.66265737223676,83.32416513386808,-54.79195815019789,72.2811094343214,Medium
77.5584694557324,73.58064060759344,88.98467810414355,74.19182330670637,314.31561147417574,76.14574126027252,78.94672339740792,80.24893062363213,51.93032206767067,76.27733555696973,-55.222591392749806,79.58088026292839,High
75.95468435147173,75.2165118925545,75.02894072202801,80.55097181911468,306.7511087851689,74.44471690144218,87.52115770582128,66.36816662226222,66.99666895260393,81.54861883381398,21.677080523626465,68.83868368608631,Medium
61.480054412816386,59.22672040005032,58.83009087033928,70.38100040007944,249.91786608328545,63.898171549732,63.72155408805571,62.3936929368907,61.18571703225419,84.08229838991767,-11.128746361242648,53.54227242397861,Low
72.77152133778468,71.2798221450515,67.92982139950274,69.59969082857502,281.5808557109139,70.43413043876625,75.04057028002215,68.33461075036408,55.67765954233324,84.42524534254079,-84.09843919927053,64.30799319118127,Medium
76.0306350870078,74.62544095904526,67.30188668365518,79.08455744846668,297.0425201781749,73.98360555532928,92.45493930376591,87.32185783913653,62.74519392467223,77.58884288161346,23.901890759614172,70.86518029673067,Medium
77.90237961079306,80.72340082806132,77.77704771244227,78.33337945114782,314.7362076024445,77.83627181596641,80.61360913023624,83.61305744166961,45.12709438343052,90.75832791523737,-71.98040653994137,79.74182259994951,High
69.06675117478883,69.46274743238696,66.79552392779799,69.70765905808936,275.03268159306316,68.14779270730429,66.04040566144172,77.91903436920438,61.57917935864517,84.48948470554281,6.991067925910544,59.783437857745845,Low
53.900697130211455,67.45655129136485,66.47910821144927,69.81901726266099,257.6553738956866,66.50766706289792,73.47996304512111,73.69749212795256,62.259037392669505,85.18776538330282,11.924946283652707,58.913807917450754,Low
64.68047876180023,60.888974509584166,58.469715965439974,53.23118588181632,237.27035511864068,58.64710061592412,58.33340831632672,57.17019761930542,37.45429710963779,87.00320819169919,44.27885408475225,48.608275567806444,Low
49.3393648653028,57.52182499453081,55.39127319695144,59.94905978798654,222.2015228447716,52.86825128458976,79.73029527563315,62.2502165204036,74.93540631555543,81.05961873048165,89.08423932334257,61.01370716479589,Medium
76.31305351692632,79.45206997094013,70.55290667803814,72.17507824330012,298.4931084092047,76.11058065338152,76.12824905832724,79.15377210300322,46.77849442159507,87.28177986566348,-68.23381629502708,78.74162727377934,High
77.96405081257751,80.64860699765032,85.17036634240444,79.76511863639948,323.5481427890318,80.47728236952851,76.31021363819166,75.27583124017181,61.354646988096526,83.16462676990909,-2.6236928031524718,74.02598573646485,Medium
62.80649140559213,57.08581299281452,78.05456414243287,70.4158686279509,268.36273716879043,67.15347602326317,61.81041710877737,67.73320739120688,77.46617610802906,80.51707229676404,-13.816764752210867,60.13912540945941,Medium
85.83946291581283,79.36393316798872,80.12733713283743,81.81879461920097,327.14952783583993,85.002538571759,84.80249181809566,77.58789422739599,73.88515136570804,87.867237466777,21.687484298048112,80.0715891543863,High
71.27785424391689,80.73010093097605,74.7426808367141,66.48096546001358,293.2316014716206,73.26677925320413,78.46895147795536,85.1324270283369,60.515000828532536,92.45836929400903,10.783438546680928,80.60652042248434,High
65.28132186260234,68.17987946515672,67.01241622953306,69.87271708104602,270.34633463833813,68.16495100582199,60.50532674645139,51.273858285422165,54.56251495676897,88.62414686742916,-17.627312136830998,63.01402215617588,Medium
73.37935316068823,78.44094347804,67.26730357235066,77.04599372488698,296.1335939359659,71.67555150139482,76.14137999953829,82.33189378907963,74.21267862863351,89.61488782570216,-22.045109430542777,67.57522154061532,Medium
87.7655698007753,91.56101927369077,93.89293895530773,81.15199505099439,354.3715230807682,88.15354186549013,67.69780821955892,76.74672588701208,70.1204246671293,82.39684696718851,-55.82254275920238,73.34546602138093,Medium
70.02584906420175,70.08502756370767,70.65338359101449,60.41623083020543,271.18049104912933,69.01417485269954,70.22898232681558,61.10883737623308,50.72452469933805,77.01190135415771,49.39307912032546,60.22799564850846,Medium
79.23147543719722,86.63301509516805,93.80572105358561,84.77700908365148,344.44722066960236,83.0010576997181,83.5745564073116,91.77674415678132,48.076595294974645,92.4506876104992,22.96020907997646,82.30722197214563,High
48.783883056338254,40.7142894819308,40.13738398148261,41.126886675935594,170.76244319568724,43.09230098515323,64.32042274784557,55.16532565192271,28.914672274560026,95.2725744470238,45.888409889756865,42.289978292228916,Low
75.75024212794568,76.638660763617,87.30933465654137,78.89786778607038,318.5961053341744,79.85060847883321,68.58676710879705,86.35685095167011,62.31047762525381,92.7140338688484,-15.519806823775683,75.45763134563931,High
63.087561189082955,73.94932643123741,74.74624815255562,68.69177071544831,280.47490648832434,70.20130153325596,59.3825084472486,77.3012901787244,58.759533824724016,83.32107030510124,-32.841773434721524,63.081356739369774,Medium
64.86935069051175,73.0293486811854,69.77512692460311,54.96518533087126,262.6390116271715,67.73407070410936,59.743524859338585,83.02685620843488,77.04287061963814,79.22682830635578,-53.91575333146139,60.40318242111712,Medium
78.42140671852658,70.22037638695004,72.08773003712076,68.58752613554807,289.31703927814544,72.9981368492334,58.94977743322916,75.64515307089542,65.3858264022055,79.67158651090217,17.945879187032975,62.09981554860187,Medium
54.37541956455854,47.87336452973402,48.88166776361883,48.2905961875812,199.4210480454926,52.811405808086036,65.78027645986562,54.00410705033075,80.01343791259036,76.58133716192975,-51.989661226411734,58.417754297175975,Low
66.06002044958558,67.80592091590786,73.80593941399424,71.60524727026923,279.27712804975687,67.83210298125114,79.8514111453297,71.64310953854931,49.53953658125744,84.46310690794978,92.43315344832752,71.81463459574482,Medium
71.82483719352531,76.57715945976304,74.2729250643577,69.38192766745117,292.0568493850972,73.286061480711,74.06152062417286,82.56118447051571,77.07225496451427,93.02838979041228,-65.38212905467202,79.97302047601093,High
83.17076519132826,77.55966636674745,74.94359192947941,94.85098848765057,330.5250119752057,82.80018656658132,89.1156178786718,77.36752508111131,52.06625431343017,84.29168684063879,13.683005960625094,78.97517596910221,High
75.20103773506773,53.33639305157733,59.23136550872851,53.34745451335298,241.11625080872656,58.14055371467148,66.44377551672635,62.29061817609116,71.66394092688408,86.51161450174138,78.3427353606893,58.02630190045084,Low
63.82474123222589,59.1623797236102,60.98583521010438,69.78206895788387,253.75502512382434,65.35134628513877,62.57965159814155,62.36933107466915,38.1186241120396,91.87798482152104,29.954487963190452,65.18453274061774,Medium
67.13263780010998,58.87886743458384,66.53242447998241,63.636515738886,256.1804454535622,68.69445797509619,62.823399742478145,52.25386405996638,63.52702949049283,82.97952344083801,8.783685624588966,59.29291756522946,Low
84.30543844717995,76.61332018878419,78.87107873252126,84.31153041108207,324.10136777956745,80.9913297959242,72.92468689289399,79.28976580053941,30.22968087831135,95.17765728359797,-48.42418234809478,75.97579387093509,High
74.48145689172941,72.54860950250949,79.38236504556517,73.76632000094925,300.17875144075333,76.05473003673586,58.91884531714554,60.42710794962029,55.992937710873676,94.96047203748726,-69.08845942838519,67.30040530482901,Medium
63.4071872332261,62.43615591721455,54.946888642136486,71.53973117848243,252.32996297105956,63.25152769439554,67.40571668248944,67.13333356039203,66.6053099081687,84.34444330659758,38.502505445879294,44.53988327803,Low
74.15092508570866,82.39501200348728,75.85061401365935,72.80850254381669,305.205053646672,74.87409407185365,72.27020075008114,81.16316775785359,52.18547173153357,82.11232867990394,75.30736203874733,81.28712902480265,High
70.61276919641008,72.60449931649201,61.88087936654463,64.37905294241352,269.47720082186027,63.727779649861034,75.64242863805929,68.43848517027747,44.24343556866049,88.48619023195157,-21.942499523908573,68.82572554405986,Medium
79.50033872277967,81.18882170338303,83.48501138274973,88.20947562895526,332.3836474378677,81.6843648932762,76.5287029052391,90.48897101557121,72.691777039439,83.2623752874057,-56.95307538081755,79.04661022477615,High
66.61761677941138,66.09050478144349,62.50717548901646,62.298585185933625,257.51388223580494,61.59455379704777,62.7839987303058,55.16006895305176,58.44805815229615,79.21722391466332,-122.90847152745093,60.303191881515254,Medium
66.98310796305881,61.02921294511847,68.82142839414291,68.05272937576758,264.88647867808777,69.62982382564017,59.73682073375457,76.71752759864069,52.65644029453993,91.4061932676149,-49.03824218312688,63.21678087773082,Medium
69.74211885475631,71.27447740577976,61.759503665729596,73.4874299529472,276.26352987921285,68.83566308195674,66.83246882264899,72.5890941697912,60.62843881731415,91.0822369363854,-5.68284212495201,61.90343485942516,Medium
54.9612676181359,54.986029086001516,61.76217517696757,49.17311906611221,220.88259094721718,54.528809078709955,64.66129320960447,47.27964767676823,99.55003712918383,85.7775580188178,79.9561620418367,57.349314722081715,Low
73.35437872222622,76.31360585685182,78.16982609094,76.5341481564813,304.37195882649934,77.87129735620044,61.92613001078114,92.34452230980034,77.30254274672316,78.68567623135911,33.65668461164842,65.03884137355905,Medium
62.619549299138356,67.25126655659813,75.52827423685834,69.07118418302156,274.47027427561636,66.37406636319231,71.52717693470514,72.64222517891136,77.4386050228176,78.85236874391308,15.25427023533765,66.49700003175543,Medium
74.63277293993701,62.28234073634429,69.4035483321074,69.25811843255838,275.57678044094706,67.36046703422767,70.90013780873309,64.89851949805026,66.53319478488547,85.53614644209577,-20.005983065056547,68.04222805946232,Medium
69.38657104573849,71.74357695637367,70.55341509272418,68.08780245855426,279.7713655533906,70.0789859268449,61.613371797427845,59.27369256951071,62.49727908865721,82.50064482747484,-29.15828586279782,63.5692493765236,Medium
60.83634312879412,57.72834020998344,52.311829739559116,46.84496141081424,217.72147448915095,56.4879066051347,54.389554366383095,58.13690786997898,24.05876567504376,83.29453533929195,70.28237987539818,55.929999686916695,Low
51.31226988137797,61.28328900055887,70.07132506744998,61.12052451542381,243.78740846481065,61.95022220654024,67.90036953077221,66.74298931114743,49.81529480305302,90.10981577530002,10.036927037919474,54.06583713353353,Low
77.01472835863595,62.22453942835884,74.82025930635191,74.67929218921114,288.73881928255787,72.68135510567123,57.533630237971636,68.9768025675635,52.79138380196288,88.66589658711278,-105.1300345960511,60.47245974599136,Medium
61.279279167007935,67.60440122985766,67.33028010767974,67.29437443929258,263.50833494383795,66.03331920643151,66.1834488374438,62.497208752659326,31.876619039287004,91.89071340248806,-33.676982394862144,63.047799926766814,Medium
73.92805696702749,62.440083419003265,64.73913053430286,68.0113054193765,269.1185763397101,68.08011579598107,60.70816502906433,74.14229147747758,42.6387631467685,80.04688388311371,-42.910801588581336,66.95306337858094,Medium
68.84097893251773,82.25387333442521,75.8475951545109,75.49924931922274,302.44169674067655,76.01372999542765,80.3311855419675,71.51899802587359,30.287452936160488,83.28404215656644,-27.313200458873244,62.77048145401186,Medium
91.92572853741815,84.35875533886596,82.39615129331206,87.09640397828656,345.77703914788276,84.38431523741681,100.9059232715801,72.54473838900094,59.42514246453941,88.79490847730057,28.14553301425426,85.55081673292439,High
66.47870031245012,74.9377377563603,74.60772968419677,79.88527844328628,295.90944619629346,74.06951999233966,63.335990276208314,71.35109203310722,72.28148956273225,87.24039170506445,-5.372244089712471,64.19515569690223,Medium
69.45665910374862,70.93241152848272,74.82852097154034,71.37338844046266,286.59098004423436,69.50036769322308,75.07651563405675,56.48805955216917,76.60161777936493,92.6619019129381,-3.843270350183101,66.00922471615426,Medium
78.82569761167227,72.27147799775005,59.90645914467751,70.64659339514742,281.65022814924725,70.57472212311346,62.66494335058067,72.8808270901104,66.22176693118861,87.10268352952035,65.67365806626184,59.74582032506403,Low
49.858875843192855,48.09171783643862,45.00336862744777,57.68846871186197,200.64243101894124,49.19931187175882,63.896234883289026,48.79472866562922,45.549054882021466,94.24054552052776,-34.82305448933442,43.69414404352016,Low
70.82202561140645,68.92089671514636,68.31916676178899,65.0706323364324,273.1327214247742,73.36194360175928,58.69233559917376,71.93141148081688,31.01902262220061,87.7000890086157,93.20997629436748,69.4271820496053,Medium
74.95264075285404,70.80689797638887,69.09800336370614,79.95503720639164,294.81257929934065,73.62335605733173,73.26630553700889,80.68036655020045,33.64696950897747,90.3108372379433,-33.565379568554306,69.48178471052441,Medium
97.1108305647159,89.6214838459455,88.58503644775884,85.44965266639261,360.7670035248128,87.38327174868003,79.25878305228218,84.0646960330063,40.965261341182526,83.38242526607772,4.459909830628569,82.78148094481229,High
68.82848487790666,71.78051207928941,70.0212839989497,77.85424313886557,288.48452409501135,71.85277060239899,65.9975965337452,76.88990609133586,46.66710452946488,85.07143605941995,-14.060179770138346,66.16269436512916,Medium
74.84027843566724,70.44940559097819,74.27284146803868,70.77941991962427,290.3419454143084,73.62420384485287,62.86262919515682,70.37865177186583,57.6037725301262,89.55472201919737,6.1709566750480525,70.09030798005071,Medium
81.66996022913894,68.50988272624747,68.68153664305497,68.19668981599587,287.0580694144372,75.11124524591435,75.33582137922932,82.99466945681715,44.787536728095475,93.06489085296528,22.229599753656448,73.08358070084039,Medium
58.02512563863675,53.341472750762115,54.534262123012866,46.97315859670702,212.87401910911876,52.039599977402254,54.12341090114657,59.09450740665625,65.08463840502392,88.64618474655377,21.691762004443827,52.401329395805895,Low
82.43372337872503,68.61655985117365,86.67176377723302,78.69945984088405,316.4215068480158,75.94052076395667,81.41547377625976,74.25913161757332,56.515897458007906,84.5841411403269,-37.655866531029,80.19995334560092,High
82.77260230690581,76.5641915138669,85.79636589230923,71.28049114070645,316.41365085378834,80.73708673630905,71.51074700270875,81.82613341426122,60.15818567611539,91.88667514764171,-56.145733872378536,80.75501021002079,High
83.43794913522038,89.97339657849504,75.49251205119778,74.26444139818963,323.1682991631028,78.0308773789764,73.62144465491042,74.27772746897892,77.10375829006807,74.0401067186006,125.15858954528554,78.98918842945484,High
66.84127697985451,64.82914689154272,57.8452908662785,60.08225965731933,249.59797439499508,61.5271827157338,63.81633507563785,57.83475376273903,42.296523986994444,77.88882749246564,-24.199216980027654,60.11564869327495,Medium
87.22159421950691,83.93164121068902,86.48398143642098,89.77469279619842,347.41190966281533,86.33773644468185,72.7249628032819,78.87747553256226,66.28056867438552,88.40817111834194,34.96062193359933,82.16820259417938,High
50.26646480842477,54.66703522603586,54.19134247334226,57.22710948048095,216.35195198828384,53.94872109047074,60.869979468781125,59.47294577238075,59.7904015728589,85.07054178126562,-80.38206552615983,53.72077210984477,Low
84.03572859950819,75.98090040206294,75.17158493468654,77.7146308584094,312.90284479466703,79.60404011281543,85.35067617143719,85.09011766911615,54.99770578545457,88.02756825562082,-13.98063599523384,81.65408778898701,High
86.17282929300634,94.64015183397584,95.60282201672314,85.33143992502642,361.74724306873173,89.06954220261017,78.10843109400814,74.9850307882628,73.2788448129894,85.3220376121597,-6.359969199122147,88.0363843117092,High
61.60781407488829,54.190572672148896,50.54785631115666,54.81011221107674,221.1563552692706,54.74163031298413,71.44072687027594,63.23727401160745,73.18521231835511,87.85472847301936,23.640753496391625,51.00773487360412,Low
60.56564345387549,69.90863117731664,70.92853432823563,75.12937281408016,276.5321817735079,69.1045047374782,77.02069696068287,70.84394332575613,45.80263806017358,80.92798589503404,-136.12270704959695,60.01195854641466,Medium
70.67582191791145,74.57342022808263,71.35991627252312,66.58530744229692,283.1944658608141,71.0978123802411,63.168319643389125,73.15135094564371,57.26759124213114,87.85243043039846,8.307030653916533,63.868429110055494,Medium
66.6090555103554,68.55617208737767,62.9077777360271,74.90249297118177,272.97549830494194,68.43952892565133,53.83523358046219,76.14125095310514,64.21817523876098,89.97207264103793,-57.48707276839464,66.94296602935313,Medium
56.10015176659004,56.68574438338731,54.047194918231426,53.034998496053475,219.86808956426225,55.83903394151072,60.56104318391119,58.074275243161274,55.90489877966123,91.10275301965616,16.21728555974619,46.0159520391872,Low
72.7952335192367,70.78371303653023,70.49777652316287,70.6993573649213,284.77608044385113,72.88169913024626,65.10068064150721,70.25664370314661,68.77531998431698,95.0677714732435,-51.81645984190815,68.75884535565503,Medium
67.44551920803218,62.74126904257305,50.720956345514324,65.79915382411853,246.70689842023808,62.46199283636145,76.51269975722128,66.64787711928457,64.21788026865413,86.22049221751193,-42.774134796279064,62.64529646273062,Medium
77.00359581392172,77.6949949750587,82.210615443618,82.36727883798376,319.27648507058217,80.72629231466398,72.59360733844493,75.48393614974091,87.48841860534019,86.36955543423589,-13.681380519663408,79.3674457951405,High
59.584974481208725,59.03555410295685,61.012385819015066,60.140882295987446,239.7737966991681,56.77900284129907,56.146435096081944,60.91174495816628,37.04581296105319,77.38413767913076,-52.61647348015976,57.27244252339277,Low
90.31977989161719,82.63133518569089,87.71435470241227,83.16988572904616,343.8353555087665,86.05929427552299,70.67226474702909,87.01248351724497,58.16346015378904,82.34294299430788,-23.77672233676774,73.36669082066885,Medium
68.11481952126083,62.676748552947565,66.92521592950784,61.83194438550435,259.54872838922057,65.84619719330836,72.23646662637299,60.16627560879358,46.37246232731714,84.03458962996693,-59.668788427165765,58.13825795604835,Low
60.641345762258275,74.52448559541918,61.67357255014174,68.80713000733596,265.64653391515515,67.86951586792969,62.176097593886766,64.14526780621931,69.06161183158567,90.25159776138177,-91.65852258493638,55.957136159663534,Low
